id,label,predict_result,predict_score,predict_detail,type
0,1,0,0.08148570228257725,{'0': 0.9185142977174228, '1': 0.08148570228257725},predict
1,1,1,0.5253321290611669,{'0': 0.4746678709388331, '1': 0.5253321290611669},predict
2,1,1,0.5085742496247095,{'0': 0.49142575037529046, '1': 0.5085742496247095},predict
3,1,0,0.16219405860847164,{'0': 0.8378059413915284, '1': 0.16219405860847164},predict
4,1,1,0.7077845576461426,{'0': 0.29221544235385744, '1': 0.7077845576461426},predict
5,1,1,0.903454844189049,{'0': 0.09654515581095102, '1': 0.903454844189049},predict
6,0,0,0.35233394377619165,{'0': 0.6476660562238084, '1': 0.35233394377619165},predict
7,1,1,0.6282409636033515,{'0': 0.37175903639664853, '1': 0.6282409636033515},predict
8,0,1,0.6269007261795174,{'0': 0.3730992738204826, '1': 0.6269007261795174},predict
9,1,0,0.40699977627370754,{'0': 0.5930002237262925, '1': 0.40699977627370754},predict
10,0,0,0.16935241011262872,{'0': 0.8306475898873713, '1': 0.16935241011262872},predict
11,0,1,0.6800823849649088,{'0': 0.3199176150350912, '1': 0.6800823849649088},predict
12,1,0,0.023347773620413674,{'0': 0.9766522263795864, '1': 0.023347773620413674},predict
13,1,1,0.7021793964045685,{'0': 0.2978206035954315, '1': 0.7021793964045685},predict
14,1,1,0.6958665266969889,{'0': 0.3041334733030111, '1': 0.6958665266969889},predict
15,0,0,0.24557454378870175,{'0': 0.7544254562112982, '1': 0.24557454378870175},predict
16,1,1,0.6670837172438413,{'0': 0.3329162827561587, '1': 0.6670837172438413},predict
17,0,0,0.33714566780580446,{'0': 0.6628543321941955, '1': 0.33714566780580446},predict
18,1,0,0.1862058428269659,{'0': 0.813794157173034, '1': 0.1862058428269659},predict
19,1,1,0.5746108924718041,{'0': 0.4253891075281959, '1': 0.5746108924718041},predict
20,1,1,0.9404902960155916,{'0': 0.05950970398440836, '1': 0.9404902960155916},predict
21,1,1,0.722498293979392,{'0': 0.277501706020608, '1': 0.722498293979392},predict
22,0,1,0.6508306213289788,{'0': 0.34916937867102116, '1': 0.6508306213289788},predict
23,1,1,0.5995037416272712,{'0': 0.40049625837272884, '1': 0.5995037416272712},predict
24,0,1,0.5507127976065284,{'0': 0.44928720239347164, '1': 0.5507127976065284},predict
25,0,1,0.5721949000702725,{'0': 0.4278050999297275, '1': 0.5721949000702725},predict
26,0,0,0.07815066327041226,{'0': 0.9218493367295877, '1': 0.07815066327041226},predict
27,1,1,0.6655136245210219,{'0': 0.3344863754789781, '1': 0.6655136245210219},predict
28,1,0,0.41154572623270846,{'0': 0.5884542737672915, '1': 0.41154572623270846},predict
29,0,0,0.4300673140211111,{'0': 0.5699326859788889, '1': 0.4300673140211111},predict
30,1,1,0.776544607499681,{'0': 0.22345539250031898, '1': 0.776544607499681},predict
31,1,0,0.34445353254731437,{'0': 0.6555464674526856, '1': 0.34445353254731437},predict
32,1,0,0.39957062198604554,{'0': 0.6004293780139545, '1': 0.39957062198604554},predict
33,1,1,0.8236735996102912,{'0': 0.17632640038970882, '1': 0.8236735996102912},predict
34,0,1,0.5115699214691647,{'0': 0.4884300785308353, '1': 0.5115699214691647},predict
35,1,0,0.4043144978459844,{'0': 0.5956855021540156, '1': 0.4043144978459844},predict
36,1,0,0.07735724097732581,{'0': 0.9226427590226742, '1': 0.07735724097732581},predict
37,1,0,0.28449472846498985,{'0': 0.7155052715350101, '1': 0.28449472846498985},predict
38,1,1,0.5641173675009563,{'0': 0.4358826324990437, '1': 0.5641173675009563},predict
39,1,1,0.6881850510783463,{'0': 0.31181494892165373, '1': 0.6881850510783463},predict
40,1,1,0.8529880404353837,{'0': 0.14701195956461632, '1': 0.8529880404353837},predict
41,1,1,0.6467310954825172,{'0': 0.35326890451748283, '1': 0.6467310954825172},predict
42,1,0,0.4915066692488909,{'0': 0.508493330751109, '1': 0.4915066692488909},predict
43,1,0,0.4775692786364081,{'0': 0.5224307213635919, '1': 0.4775692786364081},predict
44,1,1,0.8724488772955499,{'0': 0.12755112270445013, '1': 0.8724488772955499},predict
45,0,0,0.36144835643459594,{'0': 0.6385516435654041, '1': 0.36144835643459594},predict
46,0,1,0.7504232297299204,{'0': 0.24957677027007963, '1': 0.7504232297299204},predict
47,1,1,0.7970942414741612,{'0': 0.2029057585258388, '1': 0.7970942414741612},predict
48,1,1,0.7185901435480873,{'0': 0.28140985645191274, '1': 0.7185901435480873},predict
49,0,0,0.3645042153119913,{'0': 0.6354957846880087, '1': 0.3645042153119913},predict
50,1,0,0.19891927098698461,{'0': 0.8010807290130154, '1': 0.19891927098698461},predict
51,0,0,0.448954372478506,{'0': 0.551045627521494, '1': 0.448954372478506},predict
52,1,1,0.6236868912595033,{'0': 0.3763131087404967, '1': 0.6236868912595033},predict
53,1,0,0.44548382674072945,{'0': 0.5545161732592705, '1': 0.44548382674072945},predict
54,1,0,0.4122765282818835,{'0': 0.5877234717181166, '1': 0.4122765282818835},predict
55,1,1,0.8670383921736686,{'0': 0.13296160782633137, '1': 0.8670383921736686},predict
56,1,0,0.23227123872229313,{'0': 0.7677287612777068, '1': 0.23227123872229313},predict
57,1,0,0.4908176239792592,{'0': 0.5091823760207408, '1': 0.4908176239792592},predict
58,1,1,0.7808318864717767,{'0': 0.2191681135282233, '1': 0.7808318864717767},predict
59,1,0,0.15588885810276984,{'0': 0.8441111418972301, '1': 0.15588885810276984},predict
60,1,1,0.7404170719318656,{'0': 0.25958292806813443, '1': 0.7404170719318656},predict
61,1,0,0.13390797031741422,{'0': 0.8660920296825858, '1': 0.13390797031741422},predict
62,1,0,0.29710143399074224,{'0': 0.7028985660092577, '1': 0.29710143399074224},predict
63,1,0,0.14278054837447876,{'0': 0.8572194516255213, '1': 0.14278054837447876},predict
64,0,1,0.5818866789325493,{'0': 0.4181133210674507, '1': 0.5818866789325493},predict
65,0,1,0.7581162063273379,{'0': 0.2418837936726621, '1': 0.7581162063273379},predict
66,0,0,0.4675836837097171,{'0': 0.5324163162902829, '1': 0.4675836837097171},predict
67,1,0,0.43159033537423214,{'0': 0.5684096646257679, '1': 0.43159033537423214},predict
68,1,1,0.7985869815179972,{'0': 0.20141301848200277, '1': 0.7985869815179972},predict
69,1,1,0.6788309970358792,{'0': 0.32116900296412076, '1': 0.6788309970358792},predict
70,1,1,0.6949622587800729,{'0': 0.3050377412199271, '1': 0.6949622587800729},predict
71,1,0,0.21431153649278653,{'0': 0.7856884635072134, '1': 0.21431153649278653},predict
72,1,1,0.7643729438370143,{'0': 0.23562705616298574, '1': 0.7643729438370143},predict
73,1,0,0.18572595295945932,{'0': 0.8142740470405407, '1': 0.18572595295945932},predict
74,0,0,0.23004668603667308,{'0': 0.7699533139633269, '1': 0.23004668603667308},predict
75,0,0,0.37951165753670846,{'0': 0.6204883424632915, '1': 0.37951165753670846},predict
76,1,0,0.4446692434885594,{'0': 0.5553307565114406, '1': 0.4446692434885594},predict
77,1,1,0.8167374303537805,{'0': 0.18326256964621945, '1': 0.8167374303537805},predict
78,1,1,0.7805306600548785,{'0': 0.21946933994512152, '1': 0.7805306600548785},predict
79,0,0,0.12185398488951296,{'0': 0.8781460151104871, '1': 0.12185398488951296},predict
80,0,0,0.40380167731522,{'0': 0.59619832268478, '1': 0.40380167731522},predict
81,0,0,0.04438781443351101,{'0': 0.955612185566489, '1': 0.04438781443351101},predict
