id,label,predict_result,predict_score,predict_detail,type
0,1,0,0.1780084201186099,{'0': 0.8219915798813902, '1': 0.1780084201186099},predict
1,1,0,0.39525119250864166,{'0': 0.6047488074913583, '1': 0.39525119250864166},predict
2,1,0,0.49011537480836154,{'0': 0.5098846251916385, '1': 0.49011537480836154},predict
3,1,0,0.384805300188041,{'0': 0.6151946998119591, '1': 0.384805300188041},predict
4,1,1,0.7214024212173983,{'0': 0.2785975787826017, '1': 0.7214024212173983},predict
5,1,1,0.8250588449783217,{'0': 0.17494115502167829, '1': 0.8250588449783217},predict
6,0,0,0.3848353496699147,{'0': 0.6151646503300854, '1': 0.3848353496699147},predict
7,1,1,0.8180840315945086,{'0': 0.1819159684054914, '1': 0.8180840315945086},predict
8,0,0,0.45952948610506084,{'0': 0.5404705138949392, '1': 0.45952948610506084},predict
9,1,0,0.4549981791802594,{'0': 0.5450018208197406, '1': 0.4549981791802594},predict
10,0,0,0.13567241927156215,{'0': 0.8643275807284378, '1': 0.13567241927156215},predict
11,0,0,0.3719233883717465,{'0': 0.6280766116282535, '1': 0.3719233883717465},predict
12,1,0,0.02396329705116595,{'0': 0.976036702948834, '1': 0.02396329705116595},predict
13,1,1,0.8501761045118795,{'0': 0.14982389548812047, '1': 0.8501761045118795},predict
14,1,0,0.4571346276652675,{'0': 0.5428653723347325, '1': 0.4571346276652675},predict
15,0,0,0.26100866429976993,{'0': 0.73899133570023, '1': 0.26100866429976993},predict
16,1,1,0.6378624926347385,{'0': 0.3621375073652615, '1': 0.6378624926347385},predict
17,0,0,0.4583864885888652,{'0': 0.5416135114111348, '1': 0.4583864885888652},predict
18,1,0,0.2689818571094508,{'0': 0.7310181428905492, '1': 0.2689818571094508},predict
19,1,1,0.6006632506686381,{'0': 0.3993367493313619, '1': 0.6006632506686381},predict
20,1,1,0.8892619870598688,{'0': 0.11073801294013119, '1': 0.8892619870598688},predict
21,1,1,0.8105613029757606,{'0': 0.18943869702423943, '1': 0.8105613029757606},predict
22,0,1,0.6086190927361035,{'0': 0.3913809072638965, '1': 0.6086190927361035},predict
23,1,1,0.5158568788828085,{'0': 0.4841431211171915, '1': 0.5158568788828085},predict
24,0,1,0.6212669895849876,{'0': 0.3787330104150124, '1': 0.6212669895849876},predict
25,0,1,0.6849763115373305,{'0': 0.3150236884626695, '1': 0.6849763115373305},predict
26,0,0,0.22842528594586875,{'0': 0.7715747140541312, '1': 0.22842528594586875},predict
27,1,1,0.7401766097022563,{'0': 0.2598233902977437, '1': 0.7401766097022563},predict
28,1,0,0.404870692662628,{'0': 0.595129307337372, '1': 0.404870692662628},predict
29,0,0,0.41203137128583867,{'0': 0.5879686287141613, '1': 0.41203137128583867},predict
30,1,1,0.6943874719210066,{'0': 0.3056125280789934, '1': 0.6943874719210066},predict
31,1,0,0.3733926869864634,{'0': 0.6266073130135366, '1': 0.3733926869864634},predict
32,1,1,0.5299475041170725,{'0': 0.4700524958829275, '1': 0.5299475041170725},predict
33,1,1,0.7859996943130645,{'0': 0.2140003056869355, '1': 0.7859996943130645},predict
34,0,0,0.4488234719189353,{'0': 0.5511765280810648, '1': 0.4488234719189353},predict
35,1,1,0.6188332489490914,{'0': 0.3811667510509086, '1': 0.6188332489490914},predict
36,1,0,0.2505626864734473,{'0': 0.7494373135265526, '1': 0.2505626864734473},predict
37,1,0,0.4179382830404544,{'0': 0.5820617169595457, '1': 0.4179382830404544},predict
38,1,1,0.5809788766860919,{'0': 0.41902112331390806, '1': 0.5809788766860919},predict
39,1,1,0.6429116442412517,{'0': 0.3570883557587483, '1': 0.6429116442412517},predict
40,1,0,0.26819787182737087,{'0': 0.7318021281726291, '1': 0.26819787182737087},predict
41,1,1,0.6488648831127966,{'0': 0.35113511688720345, '1': 0.6488648831127966},predict
42,1,1,0.5107107529337452,{'0': 0.48928924706625476, '1': 0.5107107529337452},predict
43,1,1,0.5035836139856991,{'0': 0.49641638601430094, '1': 0.5035836139856991},predict
44,1,1,0.6806969711911017,{'0': 0.31930302880889827, '1': 0.6806969711911017},predict
45,0,0,0.44712421021704235,{'0': 0.5528757897829577, '1': 0.44712421021704235},predict
46,0,1,0.6989342776857036,{'0': 0.3010657223142964, '1': 0.6989342776857036},predict
47,1,1,0.7739626399131831,{'0': 0.22603736008681685, '1': 0.7739626399131831},predict
48,1,0,0.4826643060118257,{'0': 0.5173356939881744, '1': 0.4826643060118257},predict
49,0,0,0.4187280784807156,{'0': 0.5812719215192844, '1': 0.4187280784807156},predict
50,1,0,0.2802324423491215,{'0': 0.7197675576508785, '1': 0.2802324423491215},predict
51,0,1,0.5738585076177819,{'0': 0.4261414923822181, '1': 0.5738585076177819},predict
52,1,1,0.6586058580826084,{'0': 0.3413941419173916, '1': 0.6586058580826084},predict
53,1,1,0.6836225916399816,{'0': 0.3163774083600184, '1': 0.6836225916399816},predict
54,1,0,0.4191720081176839,{'0': 0.580827991882316, '1': 0.4191720081176839},predict
55,1,1,0.8981626513233514,{'0': 0.10183734867664862, '1': 0.8981626513233514},predict
