id,label,predict_result,predict_score,predict_detail,type
0,1,0,0.019066920348067205,{'0': 0.9809330796519328, '1': 0.019066920348067205},predict
1,1,1,0.7402909790663595,{'0': 0.25970902093364046, '1': 0.7402909790663595},predict
2,1,0,0.4594304542608432,{'0': 0.5405695457391568, '1': 0.4594304542608432},predict
3,1,0,0.04955710306586675,{'0': 0.9504428969341332, '1': 0.04955710306586675},predict
4,1,1,0.6157088406005384,{'0': 0.38429115939946157, '1': 0.6157088406005384},predict
5,1,1,0.9809005480138785,{'0': 0.019099451986121507, '1': 0.9809005480138785},predict
6,0,0,0.3258276847784451,{'0': 0.6741723152215549, '1': 0.3258276847784451},predict
7,1,1,0.6941751140964361,{'0': 0.30582488590356394, '1': 0.6941751140964361},predict
8,0,1,0.8029638015485727,{'0': 0.19703619845142728, '1': 0.8029638015485727},predict
9,1,0,0.3741878250630608,{'0': 0.6258121749369392, '1': 0.3741878250630608},predict
10,0,0,0.019115644185344064,{'0': 0.9808843558146559, '1': 0.019115644185344064},predict
11,0,0,0.3290248854907658,{'0': 0.6709751145092342, '1': 0.3290248854907658},predict
12,1,0,0.010727535655953717,{'0': 0.9892724643440463, '1': 0.010727535655953717},predict
13,1,1,0.7838129939583918,{'0': 0.21618700604160823, '1': 0.7838129939583918},predict
14,1,1,0.8957702555816955,{'0': 0.10422974441830446, '1': 0.8957702555816955},predict
15,0,0,0.13440159282097777,{'0': 0.8655984071790223, '1': 0.13440159282097777},predict
16,1,1,0.5731649118049484,{'0': 0.42683508819505156, '1': 0.5731649118049484},predict
17,0,0,0.35805493567203395,{'0': 0.641945064327966, '1': 0.35805493567203395},predict
18,1,0,0.05794374923394886,{'0': 0.9420562507660512, '1': 0.05794374923394886},predict
19,1,0,0.3708925362295104,{'0': 0.6291074637704896, '1': 0.3708925362295104},predict
20,1,1,0.9712619339609252,{'0': 0.028738066039074806, '1': 0.9712619339609252},predict
21,1,1,0.8702715052045777,{'0': 0.12972849479542226, '1': 0.8702715052045777},predict
22,0,0,0.4461041643132418,{'0': 0.5538958356867583, '1': 0.4461041643132418},predict
23,1,0,0.4738689020358636,{'0': 0.5261310979641364, '1': 0.4738689020358636},predict
24,0,0,0.18184816337524323,{'0': 0.8181518366247568, '1': 0.18184816337524323},predict
25,0,0,0.35696448028650063,{'0': 0.6430355197134994, '1': 0.35696448028650063},predict
26,0,0,0.048718685375756715,{'0': 0.9512813146242433, '1': 0.048718685375756715},predict
27,1,1,0.6287759613687703,{'0': 0.37122403863122966, '1': 0.6287759613687703},predict
28,1,0,0.429746003561925,{'0': 0.5702539964380751, '1': 0.429746003561925},predict
29,0,0,0.46443090105889956,{'0': 0.5355690989411004, '1': 0.46443090105889956},predict
30,1,1,0.8175404866074317,{'0': 0.18245951339256827, '1': 0.8175404866074317},predict
31,1,0,0.412025861128839,{'0': 0.587974138871161, '1': 0.412025861128839},predict
32,1,0,0.4340291761999748,{'0': 0.5659708238000252, '1': 0.4340291761999748},predict
33,1,1,0.777173706947323,{'0': 0.22282629305267698, '1': 0.777173706947323},predict
34,0,1,0.5249819864025113,{'0': 0.47501801359748874, '1': 0.5249819864025113},predict
35,1,0,0.3964741305971569,{'0': 0.6035258694028431, '1': 0.3964741305971569},predict
36,1,0,0.037962894526871176,{'0': 0.9620371054731288, '1': 0.037962894526871176},predict
37,1,0,0.3851385845272358,{'0': 0.6148614154727642, '1': 0.3851385845272358},predict
38,1,1,0.5540007112639913,{'0': 0.4459992887360087, '1': 0.5540007112639913},predict
39,1,1,0.533978893813609,{'0': 0.46602110618639103, '1': 0.533978893813609},predict
40,1,1,0.945350800070523,{'0': 0.05464919992947703, '1': 0.945350800070523},predict
41,1,1,0.6973475555435799,{'0': 0.30265244445642014, '1': 0.6973475555435799},predict
42,1,0,0.4438590371119395,{'0': 0.5561409628880605, '1': 0.4438590371119395},predict
43,1,1,0.533197887011203,{'0': 0.46680211298879704, '1': 0.533197887011203},predict
44,1,1,0.9401131819063405,{'0': 0.05988681809365948, '1': 0.9401131819063405},predict
45,0,0,0.28611365875875944,{'0': 0.7138863412412406, '1': 0.28611365875875944},predict
