id,label,predict_result,predict_score,predict_detail,type
0,1,0,0.05869711785616895,{'0': 0.9413028821438311, '1': 0.05869711785616895},predict
1,1,1,0.663355028197335,{'0': 0.33664497180266495, '1': 0.663355028197335},predict
2,1,1,0.507058614568164,{'0': 0.49294138543183597, '1': 0.507058614568164},predict
3,1,0,0.16736624023334531,{'0': 0.8326337597666547, '1': 0.16736624023334531},predict
4,1,1,0.7012829775223027,{'0': 0.29871702247769727, '1': 0.7012829775223027},predict
5,1,1,0.9482650157958398,{'0': 0.05173498420416023, '1': 0.9482650157958398},predict
6,0,0,0.2277658079934258,{'0': 0.7722341920065742, '1': 0.2277658079934258},predict
7,1,1,0.7532233696955603,{'0': 0.24677663030443975, '1': 0.7532233696955603},predict
8,0,1,0.5626197062091811,{'0': 0.4373802937908189, '1': 0.5626197062091811},predict
9,1,0,0.2148262912680016,{'0': 0.7851737087319984, '1': 0.2148262912680016},predict
10,0,0,0.06168083644676956,{'0': 0.9383191635532304, '1': 0.06168083644676956},predict
11,0,1,0.5563702043769937,{'0': 0.4436297956230063, '1': 0.5563702043769937},predict
12,1,0,0.013843369307629489,{'0': 0.9861566306923705, '1': 0.013843369307629489},predict
13,1,1,0.8617060972845912,{'0': 0.13829390271540876, '1': 0.8617060972845912},predict
14,1,1,0.821996412321776,{'0': 0.178003587678224, '1': 0.821996412321776},predict
15,0,0,0.12102991674135667,{'0': 0.8789700832586433, '1': 0.12102991674135667},predict
16,1,1,0.5333286301829343,{'0': 0.4666713698170657, '1': 0.5333286301829343},predict
17,0,0,0.25061229330551227,{'0': 0.7493877066944877, '1': 0.25061229330551227},predict
18,1,0,0.10471277373282627,{'0': 0.8952872262671737, '1': 0.10471277373282627},predict
19,1,1,0.528186886978224,{'0': 0.471813113021776, '1': 0.528186886978224},predict
20,1,1,0.9664061745576229,{'0': 0.0335938254423771, '1': 0.9664061745576229},predict
21,1,1,0.8372316889289283,{'0': 0.1627683110710717, '1': 0.8372316889289283},predict
22,0,1,0.5456469917579382,{'0': 0.4543530082420618, '1': 0.5456469917579382},predict
23,1,1,0.6700955843831603,{'0': 0.3299044156168397, '1': 0.6700955843831603},predict
24,0,0,0.3708272921783802,{'0': 0.6291727078216198, '1': 0.3708272921783802},predict
25,0,1,0.5350006816412826,{'0': 0.46499931835871744, '1': 0.5350006816412826},predict
26,0,0,0.036147492620173284,{'0': 0.9638525073798268, '1': 0.036147492620173284},predict
27,1,1,0.5817452235627293,{'0': 0.4182547764372707, '1': 0.5817452235627293},predict
28,1,0,0.40402929992035796,{'0': 0.595970700079642, '1': 0.40402929992035796},predict
29,0,0,0.3356304924785345,{'0': 0.6643695075214655, '1': 0.3356304924785345},predict
30,1,1,0.8628191020660356,{'0': 0.13718089793396437, '1': 0.8628191020660356},predict
31,1,0,0.33539265658604756,{'0': 0.6646073434139524, '1': 0.33539265658604756},predict
32,1,0,0.4776686307051664,{'0': 0.5223313692948336, '1': 0.4776686307051664},predict
33,1,1,0.8206960338860444,{'0': 0.1793039661139556, '1': 0.8206960338860444},predict
34,0,1,0.5241146340264651,{'0': 0.4758853659735349, '1': 0.5241146340264651},predict
35,1,0,0.3795636448921571,{'0': 0.6204363551078429, '1': 0.3795636448921571},predict
36,1,0,0.047598734918004995,{'0': 0.952401265081995, '1': 0.047598734918004995},predict
37,1,0,0.33804920964532537,{'0': 0.6619507903546746, '1': 0.33804920964532537},predict
38,1,0,0.4278167286186258,{'0': 0.5721832713813741, '1': 0.4278167286186258},predict
39,1,1,0.683820751635354,{'0': 0.31617924836464595, '1': 0.683820751635354},predict
40,1,1,0.8597475310931763,{'0': 0.14025246890682375, '1': 0.8597475310931763},predict
41,1,1,0.7279935208838504,{'0': 0.2720064791161496, '1': 0.7279935208838504},predict
42,1,1,0.58388387217523,{'0': 0.41611612782477003, '1': 0.58388387217523},predict
43,1,1,0.5423337131556479,{'0': 0.45766628684435207, '1': 0.5423337131556479},predict
44,1,1,0.9174413421277239,{'0': 0.08255865787227612, '1': 0.9174413421277239},predict
45,0,0,0.2769243133130105,{'0': 0.7230756866869895, '1': 0.2769243133130105},predict
46,0,1,0.6612578400088972,{'0': 0.3387421599911028, '1': 0.6612578400088972},predict
47,1,1,0.8976934642376265,{'0': 0.10230653576237347, '1': 0.8976934642376265},predict
48,1,1,0.7815826447609531,{'0': 0.21841735523904693, '1': 0.7815826447609531},predict
49,0,0,0.39331666593896375,{'0': 0.6066833340610363, '1': 0.39331666593896375},predict
50,1,0,0.22223152149570602,{'0': 0.777768478504294, '1': 0.22223152149570602},predict
51,0,0,0.3503502273254588,{'0': 0.6496497726745412, '1': 0.3503502273254588},predict
52,1,1,0.5749323964932701,{'0': 0.4250676035067299, '1': 0.5749323964932701},predict
53,1,0,0.3563609853380315,{'0': 0.6436390146619685, '1': 0.3563609853380315},predict
54,1,0,0.44480821890748734,{'0': 0.5551917810925127, '1': 0.44480821890748734},predict
55,1,1,0.9243585636685712,{'0': 0.07564143633142884, '1': 0.9243585636685712},predict
56,1,0,0.13045705539871552,{'0': 0.8695429446012845, '1': 0.13045705539871552},predict
57,1,0,0.4881224583631042,{'0': 0.5118775416368958, '1': 0.4881224583631042},predict
58,1,1,0.8140608017781602,{'0': 0.1859391982218398, '1': 0.8140608017781602},predict
59,1,0,0.11039024177664088,{'0': 0.8896097582233591, '1': 0.11039024177664088},predict
60,1,1,0.8013551442783932,{'0': 0.19864485572160684, '1': 0.8013551442783932},predict
61,1,0,0.15618480179293123,{'0': 0.8438151982070687, '1': 0.15618480179293123},predict
62,1,0,0.34839134244021314,{'0': 0.6516086575597868, '1': 0.34839134244021314},predict
63,1,0,0.10379513865096218,{'0': 0.8962048613490379, '1': 0.10379513865096218},predict
64,0,0,0.4290271051927806,{'0': 0.5709728948072195, '1': 0.4290271051927806},predict
65,0,1,0.5363478323127391,{'0': 0.4636521676872609, '1': 0.5363478323127391},predict
66,0,0,0.4163780747708087,{'0': 0.5836219252291913, '1': 0.4163780747708087},predict
67,1,0,0.40721523601398024,{'0': 0.5927847639860198, '1': 0.40721523601398024},predict
68,1,1,0.9194018116353845,{'0': 0.08059818836461552, '1': 0.9194018116353845},predict
69,1,1,0.7284665065347713,{'0': 0.2715334934652287, '1': 0.7284665065347713},predict
70,1,1,0.5134724486754081,{'0': 0.4865275513245919, '1': 0.5134724486754081},predict
71,1,0,0.18621471566198775,{'0': 0.8137852843380122, '1': 0.18621471566198775},predict
72,1,1,0.7239864314705567,{'0': 0.27601356852944325, '1': 0.7239864314705567},predict
73,1,0,0.10211705331109264,{'0': 0.8978829466889073, '1': 0.10211705331109264},predict
74,0,0,0.1428364109171829,{'0': 0.8571635890828171, '1': 0.1428364109171829},predict
75,0,0,0.31938771620104656,{'0': 0.6806122837989534, '1': 0.31938771620104656},predict
76,1,0,0.4836037277241219,{'0': 0.5163962722758781, '1': 0.4836037277241219},predict
77,1,1,0.8459868642290924,{'0': 0.15401313577090758, '1': 0.8459868642290924},predict
78,1,1,0.8298876757436611,{'0': 0.17011232425633893, '1': 0.8298876757436611},predict
79,0,0,0.03324091263848254,{'0': 0.9667590873615175, '1': 0.03324091263848254},predict
80,0,0,0.3320755579113337,{'0': 0.6679244420886663, '1': 0.3320755579113337},predict
81,0,0,0.0351685618504786,{'0': 0.9648314381495214, '1': 0.0351685618504786},predict
82,1,1,0.9585962162745016,{'0': 0.041403783725498355, '1': 0.9585962162745016},predict
83,1,1,0.8247072418730016,{'0': 0.1752927581269984, '1': 0.8247072418730016},predict
84,0,0,0.0833410680979181,{'0': 0.9166589319020819, '1': 0.0833410680979181},predict
85,1,0,0.21010068625692982,{'0': 0.7898993137430702, '1': 0.21010068625692982},predict
86,0,0,0.22977201799066263,{'0': 0.7702279820093374, '1': 0.22977201799066263},predict
87,0,0,0.20136507297054668,{'0': 0.7986349270294533, '1': 0.20136507297054668},predict
88,1,1,0.7107001265644112,{'0': 0.28929987343558883, '1': 0.7107001265644112},predict
89,1,1,0.9516826217559927,{'0': 0.04831737824400728, '1': 0.9516826217559927},predict
90,1,0,0.2005532899415764,{'0': 0.7994467100584236, '1': 0.2005532899415764},predict
91,1,0,0.22129290884262975,{'0': 0.7787070911573702, '1': 0.22129290884262975},predict
92,1,0,0.1574449998852671,{'0': 0.8425550001147328, '1': 0.1574449998852671},predict
93,1,1,0.9548344225915188,{'0': 0.04516557740848115, '1': 0.9548344225915188},predict
94,1,1,0.8235067180724998,{'0': 0.17649328192750025, '1': 0.8235067180724998},predict
95,0,0,0.4148711498605957,{'0': 0.5851288501394043, '1': 0.4148711498605957},predict
96,1,1,0.840658737610593,{'0': 0.15934126238940705, '1': 0.840658737610593},predict
97,1,1,0.7670942726451025,{'0': 0.23290572735489745, '1': 0.7670942726451025},predict
98,0,0,0.2236823716085582,{'0': 0.7763176283914418, '1': 0.2236823716085582},predict
99,1,0,0.23502131851026184,{'0': 0.7649786814897381, '1': 0.23502131851026184},predict
100,0,1,0.8339228198330481,{'0': 0.16607718016695194, '1': 0.8339228198330481},predict
101,0,0,0.04129661787712491,{'0': 0.9587033821228751, '1': 0.04129661787712491},predict
102,1,1,0.7523354582403176,{'0': 0.24766454175968244, '1': 0.7523354582403176},predict
103,1,1,0.9238634446902886,{'0': 0.07613655530971142, '1': 0.9238634446902886},predict
104,1,0,0.44526500683439973,{'0': 0.5547349931656003, '1': 0.44526500683439973},predict
105,1,1,0.6888136816023995,{'0': 0.31118631839760047, '1': 0.6888136816023995},predict
106,1,0,0.09386606406173581,{'0': 0.9061339359382642, '1': 0.09386606406173581},predict
107,1,0,0.06882653529412376,{'0': 0.9311734647058763, '1': 0.06882653529412376},predict
108,1,0,0.40060325741720637,{'0': 0.5993967425827936, '1': 0.40060325741720637},predict
109,1,1,0.6138138044893487,{'0': 0.38618619551065125, '1': 0.6138138044893487},predict
110,0,0,0.3023469725058983,{'0': 0.6976530274941017, '1': 0.3023469725058983},predict
111,1,0,0.19183774000193915,{'0': 0.8081622599980609, '1': 0.19183774000193915},predict
112,1,1,0.8168160933009236,{'0': 0.18318390669907636, '1': 0.8168160933009236},predict
113,1,1,0.8014857186331675,{'0': 0.19851428136683247, '1': 0.8014857186331675},predict
114,1,1,0.5448218190207558,{'0': 0.45517818097924423, '1': 0.5448218190207558},predict
115,1,1,0.907138184385796,{'0': 0.09286181561420404, '1': 0.907138184385796},predict
116,1,1,0.6246544086211954,{'0': 0.37534559137880463, '1': 0.6246544086211954},predict
117,0,0,0.05205328155965542,{'0': 0.9479467184403446, '1': 0.05205328155965542},predict
118,1,1,0.7578146609336432,{'0': 0.24218533906635675, '1': 0.7578146609336432},predict
119,0,0,0.1248329864640621,{'0': 0.875167013535938, '1': 0.1248329864640621},predict
120,1,1,0.5402862240979517,{'0': 0.4597137759020483, '1': 0.5402862240979517},predict
121,1,0,0.4861769281514945,{'0': 0.5138230718485055, '1': 0.4861769281514945},predict
122,1,0,0.37522855638861896,{'0': 0.624771443611381, '1': 0.37522855638861896},predict
123,1,0,0.3133897777225401,{'0': 0.6866102222774599, '1': 0.3133897777225401},predict
124,1,1,0.9129549845578832,{'0': 0.08704501544211685, '1': 0.9129549845578832},predict
125,1,1,0.7028349915631122,{'0': 0.29716500843688776, '1': 0.7028349915631122},predict
126,1,0,0.11348311821043558,{'0': 0.8865168817895644, '1': 0.11348311821043558},predict
127,0,0,0.25124279224266727,{'0': 0.7487572077573328, '1': 0.25124279224266727},predict
128,1,0,0.15720620452343756,{'0': 0.8427937954765624, '1': 0.15720620452343756},predict
129,1,1,0.7001087716796032,{'0': 0.29989122832039683, '1': 0.7001087716796032},predict
130,0,0,0.16756648552159994,{'0': 0.8324335144784001, '1': 0.16756648552159994},predict
131,0,1,0.5328273246819704,{'0': 0.46717267531802964, '1': 0.5328273246819704},predict
132,0,0,0.3502162147061636,{'0': 0.6497837852938364, '1': 0.3502162147061636},predict
133,1,1,0.7392633018543876,{'0': 0.2607366981456124, '1': 0.7392633018543876},predict
134,1,1,0.5619693427351304,{'0': 0.43803065726486956, '1': 0.5619693427351304},predict
135,1,0,0.18908421169699918,{'0': 0.8109157883030008, '1': 0.18908421169699918},predict
136,1,1,0.5215589181940826,{'0': 0.4784410818059174, '1': 0.5215589181940826},predict
137,1,1,0.8759132514839579,{'0': 0.12408674851604207, '1': 0.8759132514839579},predict
138,1,1,0.761007271455605,{'0': 0.23899272854439502, '1': 0.761007271455605},predict
139,1,0,0.37708409410839244,{'0': 0.6229159058916076, '1': 0.37708409410839244},predict
140,1,1,0.8263173592806801,{'0': 0.17368264071931994, '1': 0.8263173592806801},predict
141,1,1,0.7391603114869192,{'0': 0.2608396885130808, '1': 0.7391603114869192},predict
142,1,0,0.27275513944213553,{'0': 0.7272448605578645, '1': 0.27275513944213553},predict
143,0,0,0.3067868288948592,{'0': 0.6932131711051408, '1': 0.3067868288948592},predict
144,0,0,0.3537577580775901,{'0': 0.6462422419224099, '1': 0.3537577580775901},predict
145,0,0,0.06230071295229819,{'0': 0.9376992870477018, '1': 0.06230071295229819},predict
146,1,1,0.9106698131528254,{'0': 0.08933018684717464, '1': 0.9106698131528254},predict
147,1,0,0.12566713740725,{'0': 0.87433286259275, '1': 0.12566713740725},predict
148,1,1,0.62841291823093,{'0': 0.37158708176906996, '1': 0.62841291823093},predict
149,1,1,0.5062459622917286,{'0': 0.4937540377082714, '1': 0.5062459622917286},predict
150,1,0,0.4939265956790121,{'0': 0.5060734043209879, '1': 0.4939265956790121},predict
151,1,1,0.6814414095849202,{'0': 0.31855859041507983, '1': 0.6814414095849202},predict
152,1,0,0.09551554759587282,{'0': 0.9044844524041272, '1': 0.09551554759587282},predict
153,1,1,0.8146184403208241,{'0': 0.1853815596791759, '1': 0.8146184403208241},predict
154,0,0,0.22924509169155569,{'0': 0.7707549083084443, '1': 0.22924509169155569},predict
155,1,1,0.7476540091253822,{'0': 0.25234599087461784, '1': 0.7476540091253822},predict
156,1,0,0.29297621941273266,{'0': 0.7070237805872673, '1': 0.29297621941273266},predict
157,1,1,0.6461674866375696,{'0': 0.3538325133624304, '1': 0.6461674866375696},predict
158,1,1,0.7753489685888678,{'0': 0.22465103141113218, '1': 0.7753489685888678},predict
159,0,0,0.21098138749170628,{'0': 0.7890186125082937, '1': 0.21098138749170628},predict
160,1,1,0.5622647557272383,{'0': 0.43773524427276167, '1': 0.5622647557272383},predict
161,1,1,0.6652461983829546,{'0': 0.3347538016170454, '1': 0.6652461983829546},predict
162,1,1,0.6551260526915365,{'0': 0.34487394730846355, '1': 0.6551260526915365},predict
163,1,0,0.261845614144324,{'0': 0.738154385855676, '1': 0.261845614144324},predict
164,1,0,0.43296551377628384,{'0': 0.5670344862237162, '1': 0.43296551377628384},predict
165,0,0,0.15796827816351963,{'0': 0.8420317218364803, '1': 0.15796827816351963},predict
