id,label,predict_result,predict_score,predict_detail,type
0,1,0,0.045737827039497414,{'0': 0.9542621729605025, '1': 0.045737827039497414},predict
1,1,1,0.5866077169063817,{'0': 0.4133922830936183, '1': 0.5866077169063817},predict
2,1,0,0.4092731525756981,{'0': 0.5907268474243019, '1': 0.4092731525756981},predict
3,1,0,0.0701665100530883,{'0': 0.9298334899469117, '1': 0.0701665100530883},predict
4,1,1,0.7436884234432936,{'0': 0.25631157655670644, '1': 0.7436884234432936},predict
5,1,1,0.9821997064877621,{'0': 0.017800293512237886, '1': 0.9821997064877621},predict
6,0,0,0.3778077483445857,{'0': 0.6221922516554144, '1': 0.3778077483445857},predict
7,1,1,0.5914596762534658,{'0': 0.40854032374653415, '1': 0.5914596762534658},predict
8,0,1,0.7804340735958537,{'0': 0.2195659264041463, '1': 0.7804340735958537},predict
9,1,0,0.4217937454824107,{'0': 0.5782062545175892, '1': 0.4217937454824107},predict
10,0,0,0.03408666630145596,{'0': 0.965913333698544, '1': 0.03408666630145596},predict
11,0,0,0.43771214362340155,{'0': 0.5622878563765985, '1': 0.43771214362340155},predict
12,1,0,0.014681216146505404,{'0': 0.9853187838534946, '1': 0.014681216146505404},predict
13,1,1,0.7439659744063851,{'0': 0.2560340255936149, '1': 0.7439659744063851},predict
14,1,1,0.8343731598880627,{'0': 0.1656268401119373, '1': 0.8343731598880627},predict
15,0,0,0.19379274158385065,{'0': 0.8062072584161494, '1': 0.19379274158385065},predict
16,1,1,0.5792214579537155,{'0': 0.4207785420462845, '1': 0.5792214579537155},predict
17,0,0,0.4159731651812239,{'0': 0.584026834818776, '1': 0.4159731651812239},predict
18,1,0,0.07807009338866738,{'0': 0.9219299066113327, '1': 0.07807009338866738},predict
19,1,1,0.5244182370674904,{'0': 0.47558176293250964, '1': 0.5244182370674904},predict
20,1,1,0.966016496833457,{'0': 0.03398350316654297, '1': 0.966016496833457},predict
21,1,1,0.7555160499265221,{'0': 0.2444839500734779, '1': 0.7555160499265221},predict
22,0,0,0.4963876616092852,{'0': 0.5036123383907147, '1': 0.4963876616092852},predict
23,1,0,0.47970827634771435,{'0': 0.5202917236522857, '1': 0.47970827634771435},predict
24,0,0,0.34597410530729117,{'0': 0.6540258946927089, '1': 0.34597410530729117},predict
25,0,0,0.44355006427091015,{'0': 0.5564499357290899, '1': 0.44355006427091015},predict
26,0,0,0.04334228335316207,{'0': 0.956657716646838, '1': 0.04334228335316207},predict
27,1,1,0.6604084394489336,{'0': 0.33959156055106643, '1': 0.6604084394489336},predict
